dose,uf,sexo,idade,count
1a Dose,AC,F,0,1
1a Dose,AC,F,2,1
1a Dose,AC,F,3,1
1a Dose,AC,F,14,2
1a Dose,AC,F,16,10
1a Dose,AC,F,17,16
1a Dose,AC,F,18,594
1a Dose,AC,F,19,641
1a Dose,AC,F,20,744
1a Dose,AC,F,21,886
1a Dose,AC,F,22,947
1a Dose,AC,F,23,1064
1a Dose,AC,F,24,1214
1a Dose,AC,F,25,1231
1a Dose,AC,F,26,1262
1a Dose,AC,F,27,1250
1a Dose,AC,F,28,1255
1a Dose,AC,F,29,1336
1a Dose,AC,F,30,1354
1a Dose,AC,F,31,1568
1a Dose,AC,F,32,1599
1a Dose,AC,F,33,1627
1a Dose,AC,F,34,1665
1a Dose,AC,F,35,1904
1a Dose,AC,F,36,1947
1a Dose,AC,F,37,2080
1a Dose,AC,F,38,3035
1a Dose,AC,F,39,3051
1a Dose,AC,F,40,3374
1a Dose,AC,F,41,3419
1a Dose,AC,F,42,3379
1a Dose,AC,F,43,3147
1a Dose,AC,F,44,3037
1a Dose,AC,F,45,3047
1a Dose,AC,F,46,3033
1a Dose,AC,F,47,2884
1a Dose,AC,F,48,2834
1a Dose,AC,F,49,2784
1a Dose,AC,F,50,2895
1a Dose,AC,F,51,2731
1a Dose,AC,F,52,2636
1a Dose,AC,F,53,2473
1a Dose,AC,F,54,2597
1a Dose,AC,F,55,2603
1a Dose,AC,F,56,2298
1a Dose,AC,F,57,2261
1a Dose,AC,F,58,2213
1a Dose,AC,F,59,2086
1a Dose,AC,F,60,2565
1a Dose,AC,F,61,2305
1a Dose,AC,F,62,2218
1a Dose,AC,F,63,2117
1a Dose,AC,F,64,2004
1a Dose,AC,F,65,1934
1a Dose,AC,F,66,1824
1a Dose,AC,F,67,1726
1a Dose,AC,F,68,1650
1a Dose,AC,F,69,1520
1a Dose,AC,F,70,1470
1a Dose,AC,F,71,1299
1a Dose,AC,F,72,1200
1a Dose,AC,F,73,1149
1a Dose,AC,F,74,1005
1a Dose,AC,F,75,910
1a Dose,AC,F,76,921
1a Dose,AC,F,77,813
1a Dose,AC,F,78,812
1a Dose,AC,F,79,623
1a Dose,AC,F,80,679
1a Dose,AC,F,81,582
1a Dose,AC,F,82,512
1a Dose,AC,F,83,429
1a Dose,AC,F,84,418
1a Dose,AC,F,85,367
1a Dose,AC,F,86,267
1a Dose,AC,F,87,255
1a Dose,AC,F,88,233
1a Dose,AC,F,89,177
1a Dose,AC,F,90,195
1a Dose,AC,F,91,165
1a Dose,AC,F,92,118
1a Dose,AC,F,93,101
1a Dose,AC,F,94,69
1a Dose,AC,F,95,45
1a Dose,AC,F,96,36
1a Dose,AC,F,97,38
1a Dose,AC,F,98,27
1a Dose,AC,F,99,13
1a Dose,AC,F,100,22
1a Dose,AC,F,101,15
1a Dose,AC,F,102,9
1a Dose,AC,F,103,5
1a Dose,AC,F,104,1
1a Dose,AC,F,105,4
1a Dose,AC,F,106,2
1a Dose,AC,F,107,5
1a Dose,AC,F,108,2
1a Dose,AC,F,109,3
1a Dose,AC,F,110,3
1a Dose,AC,F,111,1
1a Dose,AC,F,112,1
1a Dose,AC,F,121,5
1a Dose,AC,M,0,2
1a Dose,AC,M,1,1
1a Dose,AC,M,2,1
1a Dose,AC,M,8,1
1a Dose,AC,M,12,2
1a Dose,AC,M,13,1
1a Dose,AC,M,14,1
1a Dose,AC,M,16,2
1a Dose,AC,M,17,19
1a Dose,AC,M,18,677
1a Dose,AC,M,19,685
1a Dose,AC,M,20,788
1a Dose,AC,M,21,903
1a Dose,AC,M,22,966
1a Dose,AC,M,23,1071
1a Dose,AC,M,24,1023
1a Dose,AC,M,25,1124
1a Dose,AC,M,26,1135
1a Dose,AC,M,27,1136
1a Dose,AC,M,28,1118
1a Dose,AC,M,29,1093
1a Dose,AC,M,30,1259
1a Dose,AC,M,31,1326
1a Dose,AC,M,32,1447
1a Dose,AC,M,33,1388
1a Dose,AC,M,34,1427
1a Dose,AC,M,35,1647
1a Dose,AC,M,36,1689
1a Dose,AC,M,37,1834
1a Dose,AC,M,38,2559
1a Dose,AC,M,39,2604
1a Dose,AC,M,40,2920
1a Dose,AC,M,41,2948
1a Dose,AC,M,42,2763
1a Dose,AC,M,43,2719
1a Dose,AC,M,44,2509
1a Dose,AC,M,45,2700
1a Dose,AC,M,46,2607
1a Dose,AC,M,47,2574
1a Dose,AC,M,48,2355
1a Dose,AC,M,49,2389
1a Dose,AC,M,50,2492
1a Dose,AC,M,51,2462
1a Dose,AC,M,52,2274
1a Dose,AC,M,53,2234
1a Dose,AC,M,54,2208
1a Dose,AC,M,55,2267
1a Dose,AC,M,56,2185
1a Dose,AC,M,57,1995
1a Dose,AC,M,58,1954
1a Dose,AC,M,59,1841
1a Dose,AC,M,60,2415
1a Dose,AC,M,61,2173
1a Dose,AC,M,62,2128
1a Dose,AC,M,63,2073
1a Dose,AC,M,64,2020
1a Dose,AC,M,65,1855
1a Dose,AC,M,66,1756
1a Dose,AC,M,67,1738
1a Dose,AC,M,68,1615
1a Dose,AC,M,69,1417
1a Dose,AC,M,70,1469
1a Dose,AC,M,71,1251
1a Dose,AC,M,72,1230
1a Dose,AC,M,73,1054
1a Dose,AC,M,74,1003
1a Dose,AC,M,75,885
1a Dose,AC,M,76,891
1a Dose,AC,M,77,750
1a Dose,AC,M,78,682
1a Dose,AC,M,79,557
1a Dose,AC,M,80,601
1a Dose,AC,M,81,545
1a Dose,AC,M,82,437
1a Dose,AC,M,83,366
1a Dose,AC,M,84,306
1a Dose,AC,M,85,317
1a Dose,AC,M,86,236
1a Dose,AC,M,87,198
1a Dose,AC,M,88,182
1a Dose,AC,M,89,127
1a Dose,AC,M,90,168
1a Dose,AC,M,91,115
1a Dose,AC,M,92,98
1a Dose,AC,M,93,75
1a Dose,AC,M,94,64
1a Dose,AC,M,95,48
1a Dose,AC,M,96,26
1a Dose,AC,M,97,20
1a Dose,AC,M,98,25
1a Dose,AC,M,99,17
1a Dose,AC,M,100,14
1a Dose,AC,M,101,12
1a Dose,AC,M,102,6
1a Dose,AC,M,103,8
1a Dose,AC,M,104,4
1a Dose,AC,M,106,2
1a Dose,AC,M,107,3
1a Dose,AC,M,108,2
1a Dose,AC,M,109,1
1a Dose,AC,M,110,1
1a Dose,AC,M,111,1
1a Dose,AC,M,121,4
1a Dose,AL,F,6,2
1a Dose,AL,F,8,2
1a Dose,AL,F,13,0
1a Dose,AL,F,14,2
1a Dose,AL,F,15,2
1a Dose,AL,F,16,3
1a Dose,AL,F,17,14
1a Dose,AL,F,18,1287
1a Dose,AL,F,19,1727
1a Dose,AL,F,20,2251
1a Dose,AL,F,21,2767
1a Dose,AL,F,22,3158
1a Dose,AL,F,23,3532
1a Dose,AL,F,24,3822
1a Dose,AL,F,25,3955
1a Dose,AL,F,26,4297
1a Dose,AL,F,27,4104
1a Dose,AL,F,28,4129
1a Dose,AL,F,29,4552
1a Dose,AL,F,30,4448
1a Dose,AL,F,31,4768
1a Dose,AL,F,32,5283
1a Dose,AL,F,33,5264
1a Dose,AL,F,34,5606
1a Dose,AL,F,35,5794
1a Dose,AL,F,36,5675
1a Dose,AL,F,37,5824
1a Dose,AL,F,38,6253
1a Dose,AL,F,39,6459
1a Dose,AL,F,40,6598
1a Dose,AL,F,41,6675
1a Dose,AL,F,42,6741
1a Dose,AL,F,43,6842
1a Dose,AL,F,44,7181
1a Dose,AL,F,45,7812
1a Dose,AL,F,46,8165
1a Dose,AL,F,47,8190
1a Dose,AL,F,48,10061
1a Dose,AL,F,49,9947
1a Dose,AL,F,50,11627
1a Dose,AL,F,51,12642
1a Dose,AL,F,52,13091
1a Dose,AL,F,53,13526
1a Dose,AL,F,54,12836
1a Dose,AL,F,55,12927
1a Dose,AL,F,56,12658
1a Dose,AL,F,57,13325
1a Dose,AL,F,58,12103
1a Dose,AL,F,59,9704
1a Dose,AL,F,60,14097
1a Dose,AL,F,61,12524
1a Dose,AL,F,62,12258
1a Dose,AL,F,63,11839
1a Dose,AL,F,64,10971
1a Dose,AL,F,65,10931
1a Dose,AL,F,66,10770
1a Dose,AL,F,67,10105
1a Dose,AL,F,68,9556
1a Dose,AL,F,69,8578
1a Dose,AL,F,70,8559
1a Dose,AL,F,71,7789
1a Dose,AL,F,72,7610
1a Dose,AL,F,73,7252
1a Dose,AL,F,74,6355
1a Dose,AL,F,75,5607
1a Dose,AL,F,76,5810
1a Dose,AL,F,77,5127
1a Dose,AL,F,78,4623
1a Dose,AL,F,79,3916
1a Dose,AL,F,80,4354
1a Dose,AL,F,81,3733
1a Dose,AL,F,82,3222
1a Dose,AL,F,83,2839
1a Dose,AL,F,84,2491
1a Dose,AL,F,85,2528
1a Dose,AL,F,86,2022
1a Dose,AL,F,87,1513
1a Dose,AL,F,88,1506
1a Dose,AL,F,89,1167
1a Dose,AL,F,90,1179
1a Dose,AL,F,91,809
1a Dose,AL,F,92,676
1a Dose,AL,F,93,614
1a Dose,AL,F,94,464
1a Dose,AL,F,95,361
1a Dose,AL,F,96,241
1a Dose,AL,F,97,186
1a Dose,AL,F,98,146
1a Dose,AL,F,99,111
1a Dose,AL,F,100,95
1a Dose,AL,F,101,106
1a Dose,AL,F,102,93
1a Dose,AL,F,103,107
1a Dose,AL,F,104,75
1a Dose,AL,F,105,63
1a Dose,AL,F,106,39
1a Dose,AL,F,107,25
1a Dose,AL,F,108,23
1a Dose,AL,F,109,11
1a Dose,AL,F,110,16
1a Dose,AL,F,111,4
1a Dose,AL,F,112,1
1a Dose,AL,F,113,2
1a Dose,AL,F,114,2
1a Dose,AL,F,115,1
1a Dose,AL,F,119,1
1a Dose,AL,F,121,12
1a Dose,AL,M,0,1
1a Dose,AL,M,3,1
1a Dose,AL,M,6,1
1a Dose,AL,M,8,1
1a Dose,AL,M,10,2
1a Dose,AL,M,11,1
1a Dose,AL,M,14,1
1a Dose,AL,M,17,28
1a Dose,AL,M,18,1465
1a Dose,AL,M,19,2031
1a Dose,AL,M,20,2178
1a Dose,AL,M,21,2573
1a Dose,AL,M,22,2886
1a Dose,AL,M,23,3324
1a Dose,AL,M,24,3489
1a Dose,AL,M,25,3718
1a Dose,AL,M,26,3851
1a Dose,AL,M,27,3869
1a Dose,AL,M,28,4003
1a Dose,AL,M,29,4083
1a Dose,AL,M,30,4137
1a Dose,AL,M,31,4354
1a Dose,AL,M,32,4816
1a Dose,AL,M,33,4928
1a Dose,AL,M,34,5026
1a Dose,AL,M,35,5321
1a Dose,AL,M,36,5087
1a Dose,AL,M,37,5294
1a Dose,AL,M,38,5511
1a Dose,AL,M,39,5634
1a Dose,AL,M,40,5739
1a Dose,AL,M,41,5496
1a Dose,AL,M,42,5838
1a Dose,AL,M,43,5776
1a Dose,AL,M,44,5882
1a Dose,AL,M,45,6318
1a Dose,AL,M,46,6205
1a Dose,AL,M,47,6325
1a Dose,AL,M,48,7513
1a Dose,AL,M,49,7775
1a Dose,AL,M,50,8801
1a Dose,AL,M,51,9493
1a Dose,AL,M,52,9755
1a Dose,AL,M,53,10093
1a Dose,AL,M,54,10083
1a Dose,AL,M,55,9892
1a Dose,AL,M,56,9814
1a Dose,AL,M,57,10273
1a Dose,AL,M,58,9631
1a Dose,AL,M,59,7979
1a Dose,AL,M,60,11287
1a Dose,AL,M,61,10001
1a Dose,AL,M,62,9761
1a Dose,AL,M,63,9614
1a Dose,AL,M,64,8936
1a Dose,AL,M,65,8679
1a Dose,AL,M,66,8741
1a Dose,AL,M,67,8029
1a Dose,AL,M,68,7732
1a Dose,AL,M,69,6879
1a Dose,AL,M,70,6900
1a Dose,AL,M,71,6177
1a Dose,AL,M,72,5955
1a Dose,AL,M,73,5678
1a Dose,AL,M,74,4641
1a Dose,AL,M,75,4523
1a Dose,AL,M,76,4323
1a Dose,AL,M,77,3812
1a Dose,AL,M,78,3477
1a Dose,AL,M,79,2847
1a Dose,AL,M,80,3117
1a Dose,AL,M,81,2549
1a Dose,AL,M,82,2088
1a Dose,AL,M,83,1936
1a Dose,AL,M,84,1559
1a Dose,AL,M,85,1447
1a Dose,AL,M,86,1153
1a Dose,AL,M,87,881
1a Dose,AL,M,88,871
1a Dose,AL,M,89,608
1a Dose,AL,M,90,669
1a Dose,AL,M,91,438
1a Dose,AL,M,92,340
1a Dose,AL,M,93,294
1a Dose,AL,M,94,222
1a Dose,AL,M,95,172
1a Dose,AL,M,96,142
1a Dose,AL,M,97,108
1a Dose,AL,M,98,89
1a Dose,AL,M,99,46
1a Dose,AL,M,100,44
1a Dose,AL,M,101,55
1a Dose,AL,M,102,45
1a Dose,AL,M,103,52
1a Dose,AL,M,104,28
1a Dose,AL,M,105,28
1a Dose,AL,M,106,22
1a Dose,AL,M,107,13
1a Dose,AL,M,108,10
1a Dose,AL,M,109,7
1a Dose,AL,M,110,8
1a Dose,AL,M,111,4
1a Dose,AL,M,115,1
1a Dose,AL,M,121,4
1a Dose,AM,F,0,0
1a Dose,AM,F,1,1
1a Dose,AM,F,3,2
1a Dose,AM,F,4,1
1a Dose,AM,F,5,0
1a Dose,AM,F,8,5
1a Dose,AM,F,11,3
1a Dose,AM,F,12,3
1a Dose,AM,F,13,4
1a Dose,AM,F,14,1
1a Dose,AM,F,15,5
1a Dose,AM,F,16,18
1a Dose,AM,F,17,73
1a Dose,AM,F,18,3216
1a Dose,AM,F,19,3524
1a Dose,AM,F,20,3858
1a Dose,AM,F,21,4589
1a Dose,AM,F,22,4930
1a Dose,AM,F,23,5091
1a Dose,AM,F,24,5388
1a Dose,AM,F,25,5390
1a Dose,AM,F,26,5795
1a Dose,AM,F,27,5795
1a Dose,AM,F,28,5484
1a Dose,AM,F,29,5790
1a Dose,AM,F,30,5831
1a Dose,AM,F,31,6024
1a Dose,AM,F,32,6244
1a Dose,AM,F,33,6621
1a Dose,AM,F,34,10649
1a Dose,AM,F,35,11741
1a Dose,AM,F,36,12830
1a Dose,AM,F,37,13473
1a Dose,AM,F,38,14594
1a Dose,AM,F,39,14928
1a Dose,AM,F,40,16237
1a Dose,AM,F,41,16877
1a Dose,AM,F,42,16124
1a Dose,AM,F,43,15868
1a Dose,AM,F,44,15280
1a Dose,AM,F,45,15084
1a Dose,AM,F,46,14655
1a Dose,AM,F,47,14308
1a Dose,AM,F,48,13504
1a Dose,AM,F,49,12965
1a Dose,AM,F,50,12980
1a Dose,AM,F,51,12517
1a Dose,AM,F,52,11895
1a Dose,AM,F,53,11984
1a Dose,AM,F,54,11366
1a Dose,AM,F,55,11482
1a Dose,AM,F,56,11277
1a Dose,AM,F,57,10946
1a Dose,AM,F,58,10964
1a Dose,AM,F,59,9850
1a Dose,AM,F,60,11648
1a Dose,AM,F,61,10462
1a Dose,AM,F,62,9875
1a Dose,AM,F,63,9426
1a Dose,AM,F,64,8843
1a Dose,AM,F,65,8503
1a Dose,AM,F,66,7834
1a Dose,AM,F,67,7702
1a Dose,AM,F,68,6891
1a Dose,AM,F,69,6138
1a Dose,AM,F,70,6274
1a Dose,AM,F,71,5603
1a Dose,AM,F,72,5115
1a Dose,AM,F,73,4534
1a Dose,AM,F,74,4015
1a Dose,AM,F,75,3913
1a Dose,AM,F,76,3769
1a Dose,AM,F,77,3488
1a Dose,AM,F,78,3106
1a Dose,AM,F,79,2372
1a Dose,AM,F,80,2741
1a Dose,AM,F,81,2551
1a Dose,AM,F,82,2062
1a Dose,AM,F,83,1969
1a Dose,AM,F,84,1764
1a Dose,AM,F,85,1602
1a Dose,AM,F,86,1268
1a Dose,AM,F,87,1151
1a Dose,AM,F,88,977
1a Dose,AM,F,89,792
1a Dose,AM,F,90,789
1a Dose,AM,F,91,591
1a Dose,AM,F,92,494
1a Dose,AM,F,93,363
1a Dose,AM,F,94,332
1a Dose,AM,F,95,285
1a Dose,AM,F,96,221
1a Dose,AM,F,97,182
1a Dose,AM,F,98,144
1a Dose,AM,F,99,92
1a Dose,AM,F,100,123
1a Dose,AM,F,101,66
1a Dose,AM,F,102,57
1a Dose,AM,F,103,44
1a Dose,AM,F,104,41
1a Dose,AM,F,105,28
1a Dose,AM,F,106,16
1a Dose,AM,F,107,10
1a Dose,AM,F,108,11
1a Dose,AM,F,109,9
1a Dose,AM,F,110,8
1a Dose,AM,F,111,2
1a Dose,AM,F,112,2
1a Dose,AM,F,113,1
1a Dose,AM,F,114,1
1a Dose,AM,F,121,10
1a Dose,AM,F,126,1
1a Dose,AM,M,0,2
1a Dose,AM,M,1,1
1a Dose,AM,M,3,1
1a Dose,AM,M,4,2
1a Dose,AM,M,5,1
1a Dose,AM,M,6,3
1a Dose,AM,M,7,3
1a Dose,AM,M,8,1
1a Dose,AM,M,9,6
1a Dose,AM,M,10,1
1a Dose,AM,M,11,1
1a Dose,AM,M,12,9
1a Dose,AM,M,13,2
1a Dose,AM,M,14,6
1a Dose,AM,M,15,13
1a Dose,AM,M,16,18
1a Dose,AM,M,17,80
1a Dose,AM,M,18,3590
1a Dose,AM,M,19,3706
1a Dose,AM,M,20,3907
1a Dose,AM,M,21,4302
1a Dose,AM,M,22,4312
1a Dose,AM,M,23,4503
1a Dose,AM,M,24,4638
1a Dose,AM,M,25,4816
1a Dose,AM,M,26,4963
1a Dose,AM,M,27,4911
1a Dose,AM,M,28,4910
1a Dose,AM,M,29,4969
1a Dose,AM,M,30,4982
1a Dose,AM,M,31,5252
1a Dose,AM,M,32,5592
1a Dose,AM,M,33,5691
1a Dose,AM,M,34,8757
1a Dose,AM,M,35,9513
1a Dose,AM,M,36,10919
1a Dose,AM,M,37,11201
1a Dose,AM,M,38,12218
1a Dose,AM,M,39,12432
1a Dose,AM,M,40,13962
1a Dose,AM,M,41,14178
1a Dose,AM,M,42,13934
1a Dose,AM,M,43,13948
1a Dose,AM,M,44,13216
1a Dose,AM,M,45,13288
1a Dose,AM,M,46,12509
1a Dose,AM,M,47,12156
1a Dose,AM,M,48,11820
1a Dose,AM,M,49,11347
1a Dose,AM,M,50,11684
1a Dose,AM,M,51,11372
1a Dose,AM,M,52,10920
1a Dose,AM,M,53,10762
1a Dose,AM,M,54,10251
1a Dose,AM,M,55,10501
1a Dose,AM,M,56,10349
1a Dose,AM,M,57,9999
1a Dose,AM,M,58,9936
1a Dose,AM,M,59,8944
1a Dose,AM,M,60,11152
1a Dose,AM,M,61,9692
1a Dose,AM,M,62,9566
1a Dose,AM,M,63,9000
1a Dose,AM,M,64,8365
1a Dose,AM,M,65,8461
1a Dose,AM,M,66,7258
1a Dose,AM,M,67,7254
1a Dose,AM,M,68,6419
1a Dose,AM,M,69,5686
1a Dose,AM,M,70,5859
1a Dose,AM,M,71,5123
1a Dose,AM,M,72,4625
1a Dose,AM,M,73,3992
1a Dose,AM,M,74,3405
1a Dose,AM,M,75,3320
1a Dose,AM,M,76,3221
1a Dose,AM,M,77,2732
1a Dose,AM,M,78,2553
1a Dose,AM,M,79,2104
1a Dose,AM,M,80,2257
1a Dose,AM,M,81,1895
1a Dose,AM,M,82,1569
1a Dose,AM,M,83,1394
1a Dose,AM,M,84,1152
1a Dose,AM,M,85,1053
1a Dose,AM,M,86,781
1a Dose,AM,M,87,795
1a Dose,AM,M,88,594
1a Dose,AM,M,89,484
1a Dose,AM,M,90,518
1a Dose,AM,M,91,342
1a Dose,AM,M,92,277
1a Dose,AM,M,93,205
1a Dose,AM,M,94,181
1a Dose,AM,M,95,157
1a Dose,AM,M,96,97
1a Dose,AM,M,97,88
1a Dose,AM,M,98,69
1a Dose,AM,M,99,44
1a Dose,AM,M,100,70
1a Dose,AM,M,101,29
1a Dose,AM,M,102,29
1a Dose,AM,M,103,16
1a Dose,AM,M,104,17
1a Dose,AM,M,105,14
1a Dose,AM,M,106,8
1a Dose,AM,M,107,5
1a Dose,AM,M,108,3
1a Dose,AM,M,109,3
1a Dose,AM,M,110,6
1a Dose,AM,M,113,1
1a Dose,AM,M,115,1
1a Dose,AM,M,121,1
1a Dose,AM,M,124,1
1a Dose,AP,F,4,1
1a Dose,AP,F,15,2
1a Dose,AP,F,16,1
1a Dose,AP,F,17,24
1a Dose,AP,F,18,537
1a Dose,AP,F,19,608
1a Dose,AP,F,20,636
1a Dose,AP,F,21,734
1a Dose,AP,F,22,748
1a Dose,AP,F,23,858
1a Dose,AP,F,24,1036
1a Dose,AP,F,25,1034
1a Dose,AP,F,26,1015
1a Dose,AP,F,27,1107
1a Dose,AP,F,28,1097
1a Dose,AP,F,29,1112
1a Dose,AP,F,30,1161
1a Dose,AP,F,31,1267
1a Dose,AP,F,32,1337
1a Dose,AP,F,33,1349
1a Dose,AP,F,34,1404
1a Dose,AP,F,35,1564
1a Dose,AP,F,36,1522
1a Dose,AP,F,37,1580
1a Dose,AP,F,38,1901
1a Dose,AP,F,39,2019
1a Dose,AP,F,40,2039
1a Dose,AP,F,41,2090
1a Dose,AP,F,42,2078
1a Dose,AP,F,43,1982
1a Dose,AP,F,44,1929
1a Dose,AP,F,45,1970
1a Dose,AP,F,46,1901
1a Dose,AP,F,47,1977
1a Dose,AP,F,48,2461
1a Dose,AP,F,49,2355
1a Dose,AP,F,50,2386
1a Dose,AP,F,51,2289
1a Dose,AP,F,52,2211
1a Dose,AP,F,53,2144
1a Dose,AP,F,54,2164
1a Dose,AP,F,55,2327
1a Dose,AP,F,56,1951
1a Dose,AP,F,57,1933
1a Dose,AP,F,58,1782
1a Dose,AP,F,59,1853
1a Dose,AP,F,60,2207
1a Dose,AP,F,61,1867
1a Dose,AP,F,62,1821
1a Dose,AP,F,63,1761
1a Dose,AP,F,64,1717
1a Dose,AP,F,65,1633
1a Dose,AP,F,66,1484
1a Dose,AP,F,67,1371
1a Dose,AP,F,68,1318
1a Dose,AP,F,69,1164
1a Dose,AP,F,70,1074
1a Dose,AP,F,71,924
1a Dose,AP,F,72,939
1a Dose,AP,F,73,834
1a Dose,AP,F,74,756
1a Dose,AP,F,75,757
1a Dose,AP,F,76,709
1a Dose,AP,F,77,698
1a Dose,AP,F,78,659
1a Dose,AP,F,79,493
1a Dose,AP,F,80,593
1a Dose,AP,F,81,541
1a Dose,AP,F,82,407
1a Dose,AP,F,83,384
1a Dose,AP,F,84,374
1a Dose,AP,F,85,347
1a Dose,AP,F,86,258
1a Dose,AP,F,87,282
1a Dose,AP,F,88,239
1a Dose,AP,F,89,183
1a Dose,AP,F,90,169
1a Dose,AP,F,91,145
1a Dose,AP,F,92,108
1a Dose,AP,F,93,87
1a Dose,AP,F,94,74
1a Dose,AP,F,95,57
1a Dose,AP,F,96,48
1a Dose,AP,F,97,23
1a Dose,AP,F,98,29
1a Dose,AP,F,99,16
1a Dose,AP,F,100,18
1a Dose,AP,F,101,25
1a Dose,AP,F,102,23
1a Dose,AP,F,103,22
1a Dose,AP,F,104,32
1a Dose,AP,F,105,15
1a Dose,AP,F,106,10
1a Dose,AP,F,107,4
1a Dose,AP,F,108,1
1a Dose,AP,F,109,5
1a Dose,AP,F,110,5
1a Dose,AP,F,111,4
1a Dose,AP,F,112,3
1a Dose,AP,F,113,1
1a Dose,AP,F,120,1
1a Dose,AP,M,17,21
1a Dose,AP,M,18,524
1a Dose,AP,M,19,531
1a Dose,AP,M,20,675
1a Dose,AP,M,21,708
1a Dose,AP,M,22,692
1a Dose,AP,M,23,776
1a Dose,AP,M,24,853
1a Dose,AP,M,25,884
1a Dose,AP,M,26,824
1a Dose,AP,M,27,881
1a Dose,AP,M,28,915
1a Dose,AP,M,29,968
1a Dose,AP,M,30,942
1a Dose,AP,M,31,1025
1a Dose,AP,M,32,1063
1a Dose,AP,M,33,1110
1a Dose,AP,M,34,1099
1a Dose,AP,M,35,1239
1a Dose,AP,M,36,1338
1a Dose,AP,M,37,1327
1a Dose,AP,M,38,1501
1a Dose,AP,M,39,1540
1a Dose,AP,M,40,1614
1a Dose,AP,M,41,1674
1a Dose,AP,M,42,1776
1a Dose,AP,M,43,1599
1a Dose,AP,M,44,1524
1a Dose,AP,M,45,1583
1a Dose,AP,M,46,1581
1a Dose,AP,M,47,1659
1a Dose,AP,M,48,1952
1a Dose,AP,M,49,1924
1a Dose,AP,M,50,2084
1a Dose,AP,M,51,2020
1a Dose,AP,M,52,1923
1a Dose,AP,M,53,1939
1a Dose,AP,M,54,1898
1a Dose,AP,M,55,1917
1a Dose,AP,M,56,1932
1a Dose,AP,M,57,1906
1a Dose,AP,M,58,1707
1a Dose,AP,M,59,1523
1a Dose,AP,M,60,2041
1a Dose,AP,M,61,2009
1a Dose,AP,M,62,1904
1a Dose,AP,M,63,1582
1a Dose,AP,M,64,1658
1a Dose,AP,M,65,1649
1a Dose,AP,M,66,1433
1a Dose,AP,M,67,1432
1a Dose,AP,M,68,1277
1a Dose,AP,M,69,1193
1a Dose,AP,M,70,1155
1a Dose,AP,M,71,931
1a Dose,AP,M,72,890
1a Dose,AP,M,73,768
1a Dose,AP,M,74,721
1a Dose,AP,M,75,650
1a Dose,AP,M,76,682
1a Dose,AP,M,77,659
1a Dose,AP,M,78,592
1a Dose,AP,M,79,436
1a Dose,AP,M,80,484
1a Dose,AP,M,81,440
1a Dose,AP,M,82,372
1a Dose,AP,M,83,298
1a Dose,AP,M,84,289
1a Dose,AP,M,85,281
1a Dose,AP,M,86,188
1a Dose,AP,M,87,195
1a Dose,AP,M,88,160
1a Dose,AP,M,89,133
1a Dose,AP,M,90,121
1a Dose,AP,M,91,70
1a Dose,AP,M,92,63
1a Dose,AP,M,93,54
1a Dose,AP,M,94,46
1a Dose,AP,M,95,28
1a Dose,AP,M,96,25
1a Dose,AP,M,97,12
1a Dose,AP,M,98,11
1a Dose,AP,M,99,8
1a Dose,AP,M,100,19
1a Dose,AP,M,101,8
1a Dose,AP,M,102,7
1a Dose,AP,M,103,13
1a Dose,AP,M,104,5
1a Dose,AP,M,105,1
1a Dose,AP,M,106,4
1a Dose,AP,M,108,3
1a Dose,AP,M,109,4
1a Dose,AP,M,110,4
1a Dose,AP,M,113,1
1a Dose,BA,F,0,4
1a Dose,BA,F,1,1
1a Dose,BA,F,2,6
1a Dose,BA,F,3,6
1a Dose,BA,F,4,9
1a Dose,BA,F,5,5
1a Dose,BA,F,6,6
1a Dose,BA,F,7,1
1a Dose,BA,F,8,8
1a Dose,BA,F,9,11
1a Dose,BA,F,10,12
1a Dose,BA,F,11,7
1a Dose,BA,F,12,9
1a Dose,BA,F,13,12
1a Dose,BA,F,14,15
1a Dose,BA,F,15,15
1a Dose,BA,F,16,41
1a Dose,BA,F,17,132
1a Dose,BA,F,18,5149
1a Dose,BA,F,19,6540
1a Dose,BA,F,20,8335
1a Dose,BA,F,21,10640
1a Dose,BA,F,22,11673
1a Dose,BA,F,23,13061
1a Dose,BA,F,24,14134
1a Dose,BA,F,25,14666
1a Dose,BA,F,26,15668
1a Dose,BA,F,27,15849
1a Dose,BA,F,28,15825
1a Dose,BA,F,29,16471
1a Dose,BA,F,30,17105
1a Dose,BA,F,31,18604
1a Dose,BA,F,32,20021
1a Dose,BA,F,33,22530
1a Dose,BA,F,34,23536
1a Dose,BA,F,35,24664
1a Dose,BA,F,36,24669
1a Dose,BA,F,37,25893
1a Dose,BA,F,38,27692
1a Dose,BA,F,39,28873
1a Dose,BA,F,40,31644
1a Dose,BA,F,41,32022
1a Dose,BA,F,42,31570
1a Dose,BA,F,43,31668
1a Dose,BA,F,44,30274
1a Dose,BA,F,45,31535
1a Dose,BA,F,46,32604
1a Dose,BA,F,47,36731
1a Dose,BA,F,48,40478
1a Dose,BA,F,49,40973
1a Dose,BA,F,50,47248
1a Dose,BA,F,51,48631
1a Dose,BA,F,52,50039
1a Dose,BA,F,53,51999
1a Dose,BA,F,54,53280
1a Dose,BA,F,55,54686
1a Dose,BA,F,56,54284
1a Dose,BA,F,57,56013
1a Dose,BA,F,58,52704
1a Dose,BA,F,59,51286
1a Dose,BA,F,60,62264
