dose,uf,sexo,idade,count
1a Dose,PB,M,31,3949
1a Dose,PB,M,32,4513
1a Dose,PB,M,33,4734
1a Dose,PB,M,34,4832
1a Dose,PB,M,35,4953
1a Dose,PB,M,36,4885
1a Dose,PB,M,37,4867
1a Dose,PB,M,38,5249
1a Dose,PB,M,39,5600
1a Dose,PB,M,40,5642
1a Dose,PB,M,41,5656
1a Dose,PB,M,42,5749
1a Dose,PB,M,43,5475
1a Dose,PB,M,44,5445
1a Dose,PB,M,45,5981
1a Dose,PB,M,46,6206
1a Dose,PB,M,47,6266
1a Dose,PB,M,48,6582
1a Dose,PB,M,49,6895
1a Dose,PB,M,50,9153
1a Dose,PB,M,51,9659
1a Dose,PB,M,52,9944
1a Dose,PB,M,53,10476
1a Dose,PB,M,54,10819
1a Dose,PB,M,55,11996
1a Dose,PB,M,56,12689
1a Dose,PB,M,57,12609
1a Dose,PB,M,58,12070
1a Dose,PB,M,59,11702
1a Dose,PB,M,60,16996
1a Dose,PB,M,61,14826
1a Dose,PB,M,62,13423
1a Dose,PB,M,63,13733
1a Dose,PB,M,64,13408
1a Dose,PB,M,65,13176
1a Dose,PB,M,66,12156
1a Dose,PB,M,67,11639
1a Dose,PB,M,68,11258
1a Dose,PB,M,69,10336
1a Dose,PB,M,70,10709
1a Dose,PB,M,71,10179
1a Dose,PB,M,72,9486
1a Dose,PB,M,73,8908
1a Dose,PB,M,74,7854
1a Dose,PB,M,75,7630
1a Dose,PB,M,76,6806
1a Dose,PB,M,77,5932
1a Dose,PB,M,78,6103
1a Dose,PB,M,79,5469
1a Dose,PB,M,80,5754
1a Dose,PB,M,81,4809
1a Dose,PB,M,82,4146
1a Dose,PB,M,83,3737
1a Dose,PB,M,84,3381
1a Dose,PB,M,85,3055
1a Dose,PB,M,86,2378
1a Dose,PB,M,87,1704
1a Dose,PB,M,88,1622
1a Dose,PB,M,89,1420
1a Dose,PB,M,90,1351
1a Dose,PB,M,91,1162
1a Dose,PB,M,92,806
1a Dose,PB,M,93,719
1a Dose,PB,M,94,555
1a Dose,PB,M,95,490
1a Dose,PB,M,96,469
1a Dose,PB,M,97,312
1a Dose,PB,M,98,234
1a Dose,PB,M,99,133
1a Dose,PB,M,100,118
1a Dose,PB,M,101,117
1a Dose,PB,M,102,81
1a Dose,PB,M,103,73
1a Dose,PB,M,104,43
1a Dose,PB,M,105,34
1a Dose,PB,M,106,20
1a Dose,PB,M,107,25
1a Dose,PB,M,108,13
1a Dose,PB,M,109,8
1a Dose,PB,M,110,4
1a Dose,PB,M,111,7
1a Dose,PB,M,117,1
1a Dose,PB,M,120,1
1a Dose,PB,M,121,9
1a Dose,PE,F,0,1
1a Dose,PE,F,5,2
1a Dose,PE,F,6,1
1a Dose,PE,F,8,1
1a Dose,PE,F,10,1
1a Dose,PE,F,11,1
1a Dose,PE,F,12,2
1a Dose,PE,F,13,2
1a Dose,PE,F,14,3
1a Dose,PE,F,15,4
1a Dose,PE,F,16,9
1a Dose,PE,F,17,52
1a Dose,PE,F,18,2969
1a Dose,PE,F,19,4440
1a Dose,PE,F,20,5720
1a Dose,PE,F,21,7094
1a Dose,PE,F,22,7874
1a Dose,PE,F,23,8983
1a Dose,PE,F,24,9493
1a Dose,PE,F,25,9937
1a Dose,PE,F,26,9947
1a Dose,PE,F,27,10015
1a Dose,PE,F,28,10239
1a Dose,PE,F,29,10654
1a Dose,PE,F,30,10674
1a Dose,PE,F,31,11589
1a Dose,PE,F,32,12376
1a Dose,PE,F,33,12811
1a Dose,PE,F,34,13046
1a Dose,PE,F,35,13124
1a Dose,PE,F,36,12584
1a Dose,PE,F,37,13219
1a Dose,PE,F,38,14340
1a Dose,PE,F,39,14915
1a Dose,PE,F,40,16718
1a Dose,PE,F,41,16464
1a Dose,PE,F,42,17025
1a Dose,PE,F,43,17787
1a Dose,PE,F,44,17740
1a Dose,PE,F,45,19257
1a Dose,PE,F,46,19397
1a Dose,PE,F,47,19513
1a Dose,PE,F,48,20253
1a Dose,PE,F,49,20626
1a Dose,PE,F,50,24975
1a Dose,PE,F,51,26551
1a Dose,PE,F,52,27091
1a Dose,PE,F,53,27271
1a Dose,PE,F,54,27317
1a Dose,PE,F,55,28744
1a Dose,PE,F,56,28821
1a Dose,PE,F,57,28730
1a Dose,PE,F,58,26618
1a Dose,PE,F,59,25598
1a Dose,PE,F,60,41921
1a Dose,PE,F,61,38694
1a Dose,PE,F,62,35912
1a Dose,PE,F,63,35508
1a Dose,PE,F,64,33658
1a Dose,PE,F,65,35419
1a Dose,PE,F,66,33460
1a Dose,PE,F,67,31191
1a Dose,PE,F,68,29666
1a Dose,PE,F,69,26252
1a Dose,PE,F,70,28412
1a Dose,PE,F,71,26560
1a Dose,PE,F,72,24936
1a Dose,PE,F,73,23676
1a Dose,PE,F,74,20833
1a Dose,PE,F,75,19666
1a Dose,PE,F,76,18915
1a Dose,PE,F,77,17833
1a Dose,PE,F,78,16090
1a Dose,PE,F,79,13773
1a Dose,PE,F,80,14905
1a Dose,PE,F,81,13400
1a Dose,PE,F,82,11234
1a Dose,PE,F,83,10436
1a Dose,PE,F,84,9243
1a Dose,PE,F,85,9578
1a Dose,PE,F,86,7124
1a Dose,PE,F,87,5397
1a Dose,PE,F,88,5453
1a Dose,PE,F,89,4640
1a Dose,PE,F,90,4649
1a Dose,PE,F,91,3388
1a Dose,PE,F,92,2649
1a Dose,PE,F,93,2293
1a Dose,PE,F,94,1789
1a Dose,PE,F,95,1550
1a Dose,PE,F,96,1155
1a Dose,PE,F,97,823
1a Dose,PE,F,98,629
1a Dose,PE,F,99,434
1a Dose,PE,F,100,396
1a Dose,PE,F,101,313
1a Dose,PE,F,102,255
1a Dose,PE,F,103,184
1a Dose,PE,F,104,152
1a Dose,PE,F,105,107
1a Dose,PE,F,106,65
1a Dose,PE,F,107,41
1a Dose,PE,F,108,30
1a Dose,PE,F,109,27
1a Dose,PE,F,110,18
1a Dose,PE,F,111,7
1a Dose,PE,F,112,6
1a Dose,PE,F,113,20
1a Dose,PE,F,114,41
1a Dose,PE,F,115,23
1a Dose,PE,F,116,8
1a Dose,PE,F,117,5
1a Dose,PE,F,118,2
1a Dose,PE,F,119,1
1a Dose,PE,F,121,52
1a Dose,PE,I,54,1
1a Dose,PE,M,1,1
1a Dose,PE,M,2,1
1a Dose,PE,M,4,2
1a Dose,PE,M,5,1
1a Dose,PE,M,6,1
1a Dose,PE,M,7,3
1a Dose,PE,M,9,2
1a Dose,PE,M,10,0
1a Dose,PE,M,12,1
1a Dose,PE,M,14,7
1a Dose,PE,M,15,6
1a Dose,PE,M,16,8
1a Dose,PE,M,17,34
1a Dose,PE,M,18,3521
1a Dose,PE,M,19,4709
1a Dose,PE,M,20,4875
1a Dose,PE,M,21,5702
1a Dose,PE,M,22,5934
1a Dose,PE,M,23,6511
1a Dose,PE,M,24,6943
1a Dose,PE,M,25,7344
1a Dose,PE,M,26,7429
1a Dose,PE,M,27,7523
1a Dose,PE,M,28,7843
1a Dose,PE,M,29,8102
1a Dose,PE,M,30,8454
1a Dose,PE,M,31,8906
1a Dose,PE,M,32,9523
1a Dose,PE,M,33,9897
1a Dose,PE,M,34,10289
1a Dose,PE,M,35,10494
1a Dose,PE,M,36,10227
1a Dose,PE,M,37,10860
1a Dose,PE,M,38,11235
1a Dose,PE,M,39,11774
1a Dose,PE,M,40,13043
1a Dose,PE,M,41,13036
1a Dose,PE,M,42,13434
1a Dose,PE,M,43,13492
1a Dose,PE,M,44,13332
1a Dose,PE,M,45,14657
1a Dose,PE,M,46,14483
1a Dose,PE,M,47,14506
1a Dose,PE,M,48,14847
1a Dose,PE,M,49,15211
1a Dose,PE,M,50,19169
1a Dose,PE,M,51,20240
1a Dose,PE,M,52,20349
1a Dose,PE,M,53,20443
1a Dose,PE,M,54,20370
1a Dose,PE,M,55,22226
1a Dose,PE,M,56,21632
1a Dose,PE,M,57,21976
1a Dose,PE,M,58,20641
1a Dose,PE,M,59,19976
1a Dose,PE,M,60,33103
1a Dose,PE,M,61,30416
1a Dose,PE,M,62,27880
1a Dose,PE,M,63,27459
1a Dose,PE,M,64,26156
1a Dose,PE,M,65,26741
1a Dose,PE,M,66,25042
1a Dose,PE,M,67,22965
1a Dose,PE,M,68,21738
1a Dose,PE,M,69,19672
1a Dose,PE,M,70,20625
1a Dose,PE,M,71,19142
1a Dose,PE,M,72,17894
1a Dose,PE,M,73,17395
1a Dose,PE,M,74,14749
1a Dose,PE,M,75,14250
1a Dose,PE,M,76,12874
1a Dose,PE,M,77,11647
1a Dose,PE,M,78,10765
1a Dose,PE,M,79,9134
1a Dose,PE,M,80,9932
1a Dose,PE,M,81,8341
1a Dose,PE,M,82,7014
1a Dose,PE,M,83,6282
1a Dose,PE,M,84,5356
1a Dose,PE,M,85,5258
1a Dose,PE,M,86,4020
1a Dose,PE,M,87,2862
1a Dose,PE,M,88,2885
1a Dose,PE,M,89,2379
1a Dose,PE,M,90,2378
1a Dose,PE,M,91,1626
1a Dose,PE,M,92,1396
1a Dose,PE,M,93,1059
1a Dose,PE,M,94,879
1a Dose,PE,M,95,692
1a Dose,PE,M,96,565
1a Dose,PE,M,97,420
1a Dose,PE,M,98,274
1a Dose,PE,M,99,188
1a Dose,PE,M,100,148
1a Dose,PE,M,101,132
1a Dose,PE,M,102,89
1a Dose,PE,M,103,64
1a Dose,PE,M,104,53
1a Dose,PE,M,105,39
1a Dose,PE,M,106,41
1a Dose,PE,M,107,18
1a Dose,PE,M,108,9
1a Dose,PE,M,109,4
1a Dose,PE,M,110,4
1a Dose,PE,M,111,3
1a Dose,PE,M,112,2
1a Dose,PE,M,113,2
1a Dose,PE,M,114,3
1a Dose,PE,M,115,1
1a Dose,PE,M,117,2
1a Dose,PE,M,118,1
1a Dose,PE,M,119,1
1a Dose,PE,M,120,1
1a Dose,PE,M,121,15
1a Dose,PE,M,126,1
1a Dose,PI,F,3,1
1a Dose,PI,F,10,1
1a Dose,PI,F,13,3
1a Dose,PI,F,14,3
1a Dose,PI,F,15,0
1a Dose,PI,F,16,0
1a Dose,PI,F,17,13
1a Dose,PI,F,18,1033
1a Dose,PI,F,19,1429
1a Dose,PI,F,20,1896
1a Dose,PI,F,21,2401
1a Dose,PI,F,22,2790
1a Dose,PI,F,23,3254
1a Dose,PI,F,24,3605
1a Dose,PI,F,25,3726
1a Dose,PI,F,26,3909
1a Dose,PI,F,27,3891
1a Dose,PI,F,28,4013
1a Dose,PI,F,29,4342
1a Dose,PI,F,30,4471
1a Dose,PI,F,31,4796
1a Dose,PI,F,32,5165
1a Dose,PI,F,33,5203
1a Dose,PI,F,34,5484
1a Dose,PI,F,35,5549
1a Dose,PI,F,36,5671
1a Dose,PI,F,37,5566
1a Dose,PI,F,38,5926
1a Dose,PI,F,39,5726
1a Dose,PI,F,40,5815
1a Dose,PI,F,41,6211
1a Dose,PI,F,42,6160
1a Dose,PI,F,43,6065
1a Dose,PI,F,44,6016
1a Dose,PI,F,45,6214
1a Dose,PI,F,46,6173
1a Dose,PI,F,47,5939
1a Dose,PI,F,48,6240
1a Dose,PI,F,49,7789
1a Dose,PI,F,50,9883
1a Dose,PI,F,51,10342
1a Dose,PI,F,52,10499
1a Dose,PI,F,53,10158
1a Dose,PI,F,54,10820
1a Dose,PI,F,55,11658
1a Dose,PI,F,56,11543
1a Dose,PI,F,57,12587
1a Dose,PI,F,58,12139
1a Dose,PI,F,59,11319
1a Dose,PI,F,60,14432
1a Dose,PI,F,61,13566
1a Dose,PI,F,62,13000
1a Dose,PI,F,63,13414
1a Dose,PI,F,64,12238
1a Dose,PI,F,65,11880
1a Dose,PI,F,66,11246
1a Dose,PI,F,67,11174
1a Dose,PI,F,68,10836
1a Dose,PI,F,69,10770
1a Dose,PI,F,70,10301
1a Dose,PI,F,71,9253
1a Dose,PI,F,72,8500
1a Dose,PI,F,73,8585
1a Dose,PI,F,74,7452
1a Dose,PI,F,75,6746
1a Dose,PI,F,76,6856
1a Dose,PI,F,77,6797
1a Dose,PI,F,78,5999
1a Dose,PI,F,79,4580
1a Dose,PI,F,80,5360
1a Dose,PI,F,81,5497
1a Dose,PI,F,82,4318
1a Dose,PI,F,83,3823
1a Dose,PI,F,84,3937
1a Dose,PI,F,85,3653
1a Dose,PI,F,86,2716
1a Dose,PI,F,87,1971
1a Dose,PI,F,88,2433
1a Dose,PI,F,89,1999
1a Dose,PI,F,90,1741
1a Dose,PI,F,91,1337
1a Dose,PI,F,92,1152
1a Dose,PI,F,93,991
1a Dose,PI,F,94,833
1a Dose,PI,F,95,604
1a Dose,PI,F,96,463
1a Dose,PI,F,97,336
1a Dose,PI,F,98,267
1a Dose,PI,F,99,164
1a Dose,PI,F,100,155
1a Dose,PI,F,101,104
1a Dose,PI,F,102,81
1a Dose,PI,F,103,64
1a Dose,PI,F,104,55
1a Dose,PI,F,105,27
1a Dose,PI,F,106,19
1a Dose,PI,F,107,9
1a Dose,PI,F,108,8
1a Dose,PI,F,109,3
1a Dose,PI,F,110,3
1a Dose,PI,F,111,2
1a Dose,PI,F,113,2
1a Dose,PI,F,114,3
1a Dose,PI,F,115,1
1a Dose,PI,F,116,1
1a Dose,PI,F,118,1
1a Dose,PI,F,121,14
1a Dose,PI,I,70,1
1a Dose,PI,M,6,2
1a Dose,PI,M,7,1
1a Dose,PI,M,10,1
1a Dose,PI,M,12,2
1a Dose,PI,M,13,1
1a Dose,PI,M,15,2
1a Dose,PI,M,16,2
1a Dose,PI,M,17,10
1a Dose,PI,M,18,1199
1a Dose,PI,M,19,1550
1a Dose,PI,M,20,1666
1a Dose,PI,M,21,1965
1a Dose,PI,M,22,2092
1a Dose,PI,M,23,2455
1a Dose,PI,M,24,2577
1a Dose,PI,M,25,2798
1a Dose,PI,M,26,2787
1a Dose,PI,M,27,2897
1a Dose,PI,M,28,3063
1a Dose,PI,M,29,3250
1a Dose,PI,M,30,3330
1a Dose,PI,M,31,3682
1a Dose,PI,M,32,3930
1a Dose,PI,M,33,4019
1a Dose,PI,M,34,4056
1a Dose,PI,M,35,4197
1a Dose,PI,M,36,4189
1a Dose,PI,M,37,4104
1a Dose,PI,M,38,4298
1a Dose,PI,M,39,4145
1a Dose,PI,M,40,4354
1a Dose,PI,M,41,4605
1a Dose,PI,M,42,4360
1a Dose,PI,M,43,4281
1a Dose,PI,M,44,4280
1a Dose,PI,M,45,4426
1a Dose,PI,M,46,4371
1a Dose,PI,M,47,4270
1a Dose,PI,M,48,4374
1a Dose,PI,M,49,5424
1a Dose,PI,M,50,7434
1a Dose,PI,M,51,7689
1a Dose,PI,M,52,7736
1a Dose,PI,M,53,7683
1a Dose,PI,M,54,8153
1a Dose,PI,M,55,9001
1a Dose,PI,M,56,9040
1a Dose,PI,M,57,9785
1a Dose,PI,M,58,9768
1a Dose,PI,M,59,9240
1a Dose,PI,M,60,12403
1a Dose,PI,M,61,11815
1a Dose,PI,M,62,11042
1a Dose,PI,M,63,11481
1a Dose,PI,M,64,10417
1a Dose,PI,M,65,10070
1a Dose,PI,M,66,9575
1a Dose,PI,M,67,9555
1a Dose,PI,M,68,9146
1a Dose,PI,M,69,9124
1a Dose,PI,M,70,8777
1a Dose,PI,M,71,7868
1a Dose,PI,M,72,7211
1a Dose,PI,M,73,7198
1a Dose,PI,M,74,6201
1a Dose,PI,M,75,5989
1a Dose,PI,M,76,5668
1a Dose,PI,M,77,5273
1a Dose,PI,M,78,5004
1a Dose,PI,M,79,3982
1a Dose,PI,M,80,4253
1a Dose,PI,M,81,4283
1a Dose,PI,M,82,3224
1a Dose,PI,M,83,2837
1a Dose,PI,M,84,2766
1a Dose,PI,M,85,2441
1a Dose,PI,M,86,2008
1a Dose,PI,M,87,1338
1a Dose,PI,M,88,1777
1a Dose,PI,M,89,1361
1a Dose,PI,M,90,1123
1a Dose,PI,M,91,915
1a Dose,PI,M,92,706
1a Dose,PI,M,93,611
1a Dose,PI,M,94,484
1a Dose,PI,M,95,353
1a Dose,PI,M,96,273
1a Dose,PI,M,97,169
1a Dose,PI,M,98,155
1a Dose,PI,M,99,111
1a Dose,PI,M,100,106
1a Dose,PI,M,101,53
1a Dose,PI,M,102,38
1a Dose,PI,M,103,33
1a Dose,PI,M,104,18
1a Dose,PI,M,105,9
1a Dose,PI,M,106,8
1a Dose,PI,M,107,5
1a Dose,PI,M,108,4
1a Dose,PI,M,109,3
1a Dose,PI,M,110,6
1a Dose,PI,M,112,1
1a Dose,PI,M,114,1
1a Dose,PI,M,116,1
1a Dose,PI,M,121,3
1a Dose,PI,M,128,1
1a Dose,PR,F,0,22
1a Dose,PR,F,1,4
1a Dose,PR,F,2,2
1a Dose,PR,F,3,4
1a Dose,PR,F,4,1
1a Dose,PR,F,5,1
1a Dose,PR,F,6,1
1a Dose,PR,F,7,2
1a Dose,PR,F,8,3
1a Dose,PR,F,9,7
1a Dose,PR,F,10,4
1a Dose,PR,F,11,4
1a Dose,PR,F,12,3
1a Dose,PR,F,13,3
1a Dose,PR,F,14,9
1a Dose,PR,F,15,15
1a Dose,PR,F,16,49
1a Dose,PR,F,17,182
1a Dose,PR,F,18,5580
1a Dose,PR,F,19,7298
1a Dose,PR,F,20,9565
1a Dose,PR,F,21,11263
1a Dose,PR,F,22,12120
1a Dose,PR,F,23,13512
1a Dose,PR,F,24,14365
1a Dose,PR,F,25,15087
1a Dose,PR,F,26,15904
1a Dose,PR,F,27,15777
1a Dose,PR,F,28,15526
1a Dose,PR,F,29,16894
1a Dose,PR,F,30,17761
1a Dose,PR,F,31,18128
1a Dose,PR,F,32,19315
1a Dose,PR,F,33,19641
1a Dose,PR,F,34,19811
1a Dose,PR,F,35,20888
1a Dose,PR,F,36,20162
1a Dose,PR,F,37,21634
1a Dose,PR,F,38,23278
1a Dose,PR,F,39,24343
1a Dose,PR,F,40,24077
1a Dose,PR,F,41,24657
1a Dose,PR,F,42,24968
1a Dose,PR,F,43,27140
1a Dose,PR,F,44,27575
1a Dose,PR,F,45,29319
1a Dose,PR,F,46,30477
1a Dose,PR,F,47,31428
1a Dose,PR,F,48,35209
1a Dose,PR,F,49,39065
1a Dose,PR,F,50,52678
1a Dose,PR,F,51,55172
1a Dose,PR,F,52,57985
1a Dose,PR,F,53,59746
1a Dose,PR,F,54,61062
1a Dose,PR,F,55,64356
1a Dose,PR,F,56,63708
1a Dose,PR,F,57,61976
1a Dose,PR,F,58,60811
1a Dose,PR,F,59,59362
1a Dose,PR,F,60,64483
1a Dose,PR,F,61,59032
1a Dose,PR,F,62,57733
1a Dose,PR,F,63,56724
1a Dose,PR,F,64,53190
1a Dose,PR,F,65,51526
1a Dose,PR,F,66,49469
1a Dose,PR,F,67,47003
1a Dose,PR,F,68,44544
1a Dose,PR,F,69,41035
1a Dose,PR,F,70,39830
1a Dose,PR,F,71,36937
1a Dose,PR,F,72,34624
1a Dose,PR,F,73,31967
1a Dose,PR,F,74,30024
1a Dose,PR,F,75,27582
1a Dose,PR,F,76,25661
1a Dose,PR,F,77,24576
1a Dose,PR,F,78,22526
1a Dose,PR,F,79,19182
1a Dose,PR,F,80,19133
1a Dose,PR,F,81,16820
1a Dose,PR,F,82,16048
1a Dose,PR,F,83,13445
1a Dose,PR,F,84,12624
1a Dose,PR,F,85,11493
1a Dose,PR,F,86,9491
1a Dose,PR,F,87,8084
1a Dose,PR,F,88,7366
1a Dose,PR,F,89,5820
1a Dose,PR,F,90,5602
1a Dose,PR,F,91,4228
1a Dose,PR,F,92,3254
1a Dose,PR,F,93,2622
1a Dose,PR,F,94,1995
1a Dose,PR,F,95,1493
1a Dose,PR,F,96,1083
1a Dose,PR,F,97,738
1a Dose,PR,F,98,544
1a Dose,PR,F,99,373
1a Dose,PR,F,100,274
1a Dose,PR,F,101,152
1a Dose,PR,F,102,123
1a Dose,PR,F,103,79
1a Dose,PR,F,104,60
1a Dose,PR,F,105,46
1a Dose,PR,F,106,24
1a Dose,PR,F,107,17
1a Dose,PR,F,108,16
1a Dose,PR,F,109,13
1a Dose,PR,F,110,8
1a Dose,PR,F,111,4
1a Dose,PR,F,112,2
1a Dose,PR,F,113,1
1a Dose,PR,F,114,2
1a Dose,PR,F,116,1
1a Dose,PR,F,120,2
1a Dose,PR,F,121,50
1a Dose,PR,F,122,2
1a Dose,PR,F,170,1
1a Dose,PR,I,50,1
1a Dose,PR,I,66,1
1a Dose,PR,I,75,1
1a Dose,PR,M,0,16
1a Dose,PR,M,1,9
1a Dose,PR,M,2,3
1a Dose,PR,M,3,3
1a Dose,PR,M,4,6
1a Dose,PR,M,5,2
1a Dose,PR,M,6,1
1a Dose,PR,M,7,2
1a Dose,PR,M,8,2
1a Dose,PR,M,9,2
1a Dose,PR,M,10,6
1a Dose,PR,M,11,5
1a Dose,PR,M,12,5
1a Dose,PR,M,13,10
1a Dose,PR,M,14,5
1a Dose,PR,M,15,17
1a Dose,PR,M,16,26
1a Dose,PR,M,17,72
1a Dose,PR,M,18,4831
1a Dose,PR,M,19,5720
1a Dose,PR,M,20,5766
1a Dose,PR,M,21,6397
1a Dose,PR,M,22,6652
1a Dose,PR,M,23,7457
1a Dose,PR,M,24,7957
1a Dose,PR,M,25,8303
1a Dose,PR,M,26,9022
1a Dose,PR,M,27,8619
1a Dose,PR,M,28,9064
1a Dose,PR,M,29,9630
1a Dose,PR,M,30,10496
1a Dose,PR,M,31,10727
1a Dose,PR,M,32,11635
1a Dose,PR,M,33,11890
1a Dose,PR,M,34,11894
1a Dose,PR,M,35,12435
1a Dose,PR,M,36,12223
1a Dose,PR,M,37,12636
1a Dose,PR,M,38,13971
1a Dose,PR,M,39,14438
1a Dose,PR,M,40,14166
1a Dose,PR,M,41,14379
1a Dose,PR,M,42,14965
1a Dose,PR,M,43,17136
1a Dose,PR,M,44,17752
1a Dose,PR,M,45,19073
1a Dose,PR,M,46,20519
1a Dose,PR,M,47,21723
1a Dose,PR,M,48,25210
1a Dose,PR,M,49,29417
1a Dose,PR,M,50,42389
1a Dose,PR,M,51,45444
1a Dose,PR,M,52,47956
1a Dose,PR,M,53,50295
1a Dose,PR,M,54,51940
1a Dose,PR,M,55,54425
1a Dose,PR,M,56,54135
1a Dose,PR,M,57,52871
1a Dose,PR,M,58,51997
1a Dose,PR,M,59,50853
1a Dose,PR,M,60,55476
1a Dose,PR,M,61,50576
1a Dose,PR,M,62,49036
1a Dose,PR,M,63,48444
1a Dose,PR,M,64,45343
1a Dose,PR,M,65,43517
1a Dose,PR,M,66,42156
1a Dose,PR,M,67,40044
1a Dose,PR,M,68,37589
1a Dose,PR,M,69,34438
1a Dose,PR,M,70,33108
1a Dose,PR,M,71,30679
1a Dose,PR,M,72,28352
1a Dose,PR,M,73,26360
1a Dose,PR,M,74,24536
1a Dose,PR,M,75,21741
1a Dose,PR,M,76,20505
1a Dose,PR,M,77,19020
1a Dose,PR,M,78,17405
1a Dose,PR,M,79,14527
1a Dose,PR,M,80,14057
1a Dose,PR,M,81,12866
1a Dose,PR,M,82,11552
1a Dose,PR,M,83,9811
1a Dose,PR,M,84,8532
1a Dose,PR,M,85,7444
1a Dose,PR,M,86,6239
1a Dose,PR,M,87,5065
1a Dose,PR,M,88,4529
1a Dose,PR,M,89,3353
1a Dose,PR,M,90,3154
1a Dose,PR,M,91,2343
1a Dose,PR,M,92,1810
1a Dose,PR,M,93,1278
1a Dose,PR,M,94,1008
1a Dose,PR,M,95,694
1a Dose,PR,M,96,510
1a Dose,PR,M,97,388
1a Dose,PR,M,98,260
1a Dose,PR,M,99,143
1a Dose,PR,M,100,132
1a Dose,PR,M,101,56
1a Dose,PR,M,102,35
1a Dose,PR,M,103,31
1a Dose,PR,M,104,16
1a Dose,PR,M,105,18
1a Dose,PR,M,106,13
1a Dose,PR,M,107,5
1a Dose,PR,M,108,6
1a Dose,PR,M,109,7
1a Dose,PR,M,110,4
1a Dose,PR,M,113,1
1a Dose,PR,M,118,1
1a Dose,PR,M,121,24
1a Dose,PR,M,170,4
1a Dose,RJ,F,0,3
1a Dose,RJ,F,1,2
1a Dose,RJ,F,4,1
1a Dose,RJ,F,5,2
1a Dose,RJ,F,7,1
1a Dose,RJ,F,8,3
1a Dose,RJ,F,9,2
1a Dose,RJ,F,10,4
1a Dose,RJ,F,11,2
1a Dose,RJ,F,12,2
1a Dose,RJ,F,13,3
1a Dose,RJ,F,14,5
1a Dose,RJ,F,15,9
1a Dose,RJ,F,16,11
1a Dose,RJ,F,17,117
1a Dose,RJ,F,18,4777
1a Dose,RJ,F,19,7085
1a Dose,RJ,F,20,10465
1a Dose,RJ,F,21,13782
1a Dose,RJ,F,22,15118
1a Dose,RJ,F,23,17345
1a Dose,RJ,F,24,18341
1a Dose,RJ,F,25,18958
1a Dose,RJ,F,26,19889
1a Dose,RJ,F,27,20162
1a Dose,RJ,F,28,20143
1a Dose,RJ,F,29,21200
1a Dose,RJ,F,30,22151
1a Dose,RJ,F,31,23053
1a Dose,RJ,F,32,25409
1a Dose,RJ,F,33,25605
1a Dose,RJ,F,34,26231
1a Dose,RJ,F,35,27853
1a Dose,RJ,F,36,28548
1a Dose,RJ,F,37,30442
1a Dose,RJ,F,38,33215
1a Dose,RJ,F,39,35242
1a Dose,RJ,F,40,34514
1a Dose,RJ,F,41,35441
1a Dose,RJ,F,42,35105
1a Dose,RJ,F,43,34795
1a Dose,RJ,F,44,34399
1a Dose,RJ,F,45,34342
1a Dose,RJ,F,46,35125
1a Dose,RJ,F,47,35531
1a Dose,RJ,F,48,45028
1a Dose,RJ,F,49,55672
1a Dose,RJ,F,50,60266
1a Dose,RJ,F,51,60267
1a Dose,RJ,F,52,61694
1a Dose,RJ,F,53,64266
1a Dose,RJ,F,54,66756
1a Dose,RJ,F,55,70507
1a Dose,RJ,F,56,72772
1a Dose,RJ,F,57,75280
1a Dose,RJ,F,58,74520
1a Dose,RJ,F,59,73442
1a Dose,RJ,F,60,92543
1a Dose,RJ,F,61,88576
1a Dose,RJ,F,62,86047
1a Dose,RJ,F,63,86682
1a Dose,RJ,F,64,81623
1a Dose,RJ,F,65,82022
1a Dose,RJ,F,66,79756
1a Dose,RJ,F,67,76069
1a Dose,RJ,F,68,73067
1a Dose,RJ,F,69,68887
1a Dose,RJ,F,70,64896
1a Dose,RJ,F,71,59938
1a Dose,RJ,F,72,56152
1a Dose,RJ,F,73,51863
1a Dose,RJ,F,74,47839
1a Dose,RJ,F,75,44270
1a Dose,RJ,F,76,40919
1a Dose,RJ,F,77,39137
1a Dose,RJ,F,78,37189
1a Dose,RJ,F,79,32243
1a Dose,RJ,F,80,30856
1a Dose,RJ,F,81,28964
1a Dose,RJ,F,82,27791
1a Dose,RJ,F,83,24306
1a Dose,RJ,F,84,22957
1a Dose,RJ,F,85,20824
1a Dose,RJ,F,86,17736
1a Dose,RJ,F,87,15546
1a Dose,RJ,F,88,14417
1a Dose,RJ,F,89,11552
1a Dose,RJ,F,90,11511
1a Dose,RJ,F,91,9193
1a Dose,RJ,F,92,7303
1a Dose,RJ,F,93,5714
1a Dose,RJ,F,94,4378
1a Dose,RJ,F,95,3378
1a Dose,RJ,F,96,2659
1a Dose,RJ,F,97,1868
1a Dose,RJ,F,98,1270
1a Dose,RJ,F,99,810
1a Dose,RJ,F,100,573
1a Dose,RJ,F,101,382
1a Dose,RJ,F,102,254
1a Dose,RJ,F,103,177
1a Dose,RJ,F,104,120
1a Dose,RJ,F,105,83
1a Dose,RJ,F,106,41
1a Dose,RJ,F,107,27
1a Dose,RJ,F,108,13
1a Dose,RJ,F,109,12
1a Dose,RJ,F,110,14
1a Dose,RJ,F,111,3
1a Dose,RJ,F,112,6
1a Dose,RJ,F,113,5
1a Dose,RJ,F,114,6
1a Dose,RJ,F,115,4
1a Dose,RJ,F,117,1
1a Dose,RJ,F,118,1
